submission_id,RT,age,author,block,correct,description,education,experiment_id,gender,happy,hungry,languages,org,org_pos,org_pos_ex,pause_times,reaction,rotate,target,target_pos,target_pos_ex,timeBCT,timeSpent,tired,trial_number,trial_type
14,,21,JannisAndTill,1,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,0,0|0,3,13070|3298|1850|1436|7325,wait,true,false,false|false,4,200,11.5522666667,17,21,mainKeyPress
14,284,21,JannisAndTill,1,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,4,0|333.3333333333333,3,13070|3298|1850|1436|7325,space,true,4,0|333.3333333333333,4,150,11.5522666667,17,22,mainKeyPress
14,327,21,JannisAndTill,1,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,3,333.3333333333333|333.3333333333333,3,13070|3298|1850|1436|7325,space,true,3,333.3333333333333|333.3333333333333,4,150,11.5522666667,17,23,mainKeyPress
14,311,21,JannisAndTill,1,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,4,0|333.3333333333333,3,13070|3298|1850|1436|7325,space,false,0,0|0,4,150,11.5522666667,17,24,mainKeyPress
14,376,21,JannisAndTill,1,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,4,0|333.3333333333333,3,13070|3298|1850|1436|7325,space,true,4,0|333.3333333333333,4,150,11.5522666667,17,25,mainKeyPress
14,376,21,JannisAndTill,2,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,4,0|333.3333333333333,3,13070|3298|1850|1436|7325,space,true,4,0|333.3333333333333,4,150,11.5522666667,17,26,mainKeyPress
14,316,21,JannisAndTill,2,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,0,0|0,3,13070|3298|1850|1436|7325,space,false,1,333.3333333333333|0,4,200,11.5522666667,17,27,mainKeyPress
14,,21,JannisAndTill,2,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,1,333.3333333333333|0,3,13070|3298|1850|1436|7325,wait,false,false,false|false,4,200,11.5522666667,17,28,mainKeyPress
14,358,21,JannisAndTill,2,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,1,333.3333333333333|0,3,13070|3298|1850|1436|7325,space,false,1,333.3333333333333|0,4,250,11.5522666667,17,29,mainKeyPress
14,,21,JannisAndTill,2,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,4,0|333.3333333333333,3,13070|3298|1850|1436|7325,wait,true,false,false|false,4,250,11.5522666667,17,30,mainKeyPress
14,343,21,JannisAndTill,2,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,3,333.3333333333333|333.3333333333333,3,13070|3298|1850|1436|7325,space,true,3,333.3333333333333|333.3333333333333,4,250,11.5522666667,17,31,mainKeyPress
14,380,21,JannisAndTill,2,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,4,0|333.3333333333333,3,13070|3298|1850|1436|7325,space,false,4,0|333.3333333333333,4,250,11.5522666667,17,32,mainKeyPress
14,335,21,JannisAndTill,2,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,3,333.3333333333333|333.3333333333333,3,13070|3298|1850|1436|7325,space,false,4,0|333.3333333333333,4,200,11.5522666667,17,33,mainKeyPress
14,300,21,JannisAndTill,2,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,3,333.3333333333333|333.3333333333333,3,13070|3298|1850|1436|7325,space,true,3,333.3333333333333|333.3333333333333,4,200,11.5522666667,17,34,mainKeyPress
14,,21,JannisAndTill,2,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,4,0|333.3333333333333,3,13070|3298|1850|1436|7325,wait,false,false,false|false,4,250,11.5522666667,17,35,mainKeyPress
14,346,21,JannisAndTill,2,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,4,0|333.3333333333333,3,13070|3298|1850|1436|7325,space,false,4,0|333.3333333333333,4,150,11.5522666667,17,36,mainKeyPress
14,380,21,JannisAndTill,2,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,4,0|333.3333333333333,3,13070|3298|1850|1436|7325,space,true,4,0|333.3333333333333,4,250,11.5522666667,17,37,mainKeyPress
14,362,21,JannisAndTill,2,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,0,0|0,3,13070|3298|1850|1436|7325,space,false,4,0|333.3333333333333,4,200,11.5522666667,17,38,mainKeyPress
14,300,21,JannisAndTill,2,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,3,333.3333333333333|333.3333333333333,3,13070|3298|1850|1436|7325,space,false,1,333.3333333333333|0,4,200,11.5522666667,17,39,mainKeyPress
14,,21,JannisAndTill,2,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,3,333.3333333333333|333.3333333333333,3,13070|3298|1850|1436|7325,wait,false,false,false|false,4,150,11.5522666667,17,40,mainKeyPress
14,298,21,JannisAndTill,2,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,3,333.3333333333333|333.3333333333333,3,13070|3298|1850|1436|7325,space,false,4,0|333.3333333333333,4,250,11.5522666667,17,41,mainKeyPress
14,390,21,JannisAndTill,2,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,1,333.3333333333333|0,3,13070|3298|1850|1436|7325,space,false,0,0|0,4,250,11.5522666667,17,42,mainKeyPress
14,295,21,JannisAndTill,2,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,0,0|0,3,13070|3298|1850|1436|7325,space,true,0,0|0,4,250,11.5522666667,17,43,mainKeyPress
14,294,21,JannisAndTill,2,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,3,333.3333333333333|333.3333333333333,3,13070|3298|1850|1436|7325,space,true,3,333.3333333333333|333.3333333333333,4,150,11.5522666667,17,44,mainKeyPress
14,262,21,JannisAndTill,2,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,0,0|0,3,13070|3298|1850|1436|7325,space,false,0,0|0,4,250,11.5522666667,17,45,mainKeyPress
14,,21,JannisAndTill,2,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,3,333.3333333333333|333.3333333333333,3,13070|3298|1850|1436|7325,wait,true,false,false|false,4,200,11.5522666667,17,46,mainKeyPress
14,320,21,JannisAndTill,2,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,4,0|333.3333333333333,3,13070|3298|1850|1436|7325,space,true,0,0|0,4,200,11.5522666667,17,47,mainKeyPress
14,319,21,JannisAndTill,2,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,4,0|333.3333333333333,3,13070|3298|1850|1436|7325,space,false,3,333.3333333333333|333.3333333333333,4,150,11.5522666667,17,48,mainKeyPress
14,270,21,JannisAndTill,2,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,1,333.3333333333333|0,3,13070|3298|1850|1436|7325,space,false,1,333.3333333333333|0,4,150,11.5522666667,17,49,mainKeyPress
14,,21,JannisAndTill,2,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,4,0|333.3333333333333,3,13070|3298|1850|1436|7325,wait,true,false,false|false,4,200,11.5522666667,17,50,mainKeyPress
14,381,21,JannisAndTill,3,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,0,0|0,3,13070|3298|1850|1436|7325,space,false,0,0|0,4,200,11.5522666667,17,51,mainKeyPress
14,,21,JannisAndTill,3,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,4,0|333.3333333333333,3,13070|3298|1850|1436|7325,wait,true,false,false|false,4,250,11.5522666667,17,52,mainKeyPress
14,335,21,JannisAndTill,3,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,4,0|333.3333333333333,3,13070|3298|1850|1436|7325,space,false,4,0|333.3333333333333,4,150,11.5522666667,17,53,mainKeyPress
14,,21,JannisAndTill,3,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,4,0|333.3333333333333,3,13070|3298|1850|1436|7325,wait,true,false,false|false,4,200,11.5522666667,17,54,mainKeyPress
14,,21,JannisAndTill,3,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,4,0|333.3333333333333,3,13070|3298|1850|1436|7325,wait,false,false,false|false,4,150,11.5522666667,17,55,mainKeyPress
14,,21,JannisAndTill,3,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,3,333.3333333333333|333.3333333333333,3,13070|3298|1850|1436|7325,wait,false,false,false|false,4,250,11.5522666667,17,56,mainKeyPress
14,343,21,JannisAndTill,3,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,3,333.3333333333333|333.3333333333333,3,13070|3298|1850|1436|7325,space,true,3,333.3333333333333|333.3333333333333,4,250,11.5522666667,17,57,mainKeyPress
14,316,21,JannisAndTill,3,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,1,333.3333333333333|0,3,13070|3298|1850|1436|7325,space,true,1,333.3333333333333|0,4,150,11.5522666667,17,58,mainKeyPress
14,,21,JannisAndTill,3,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,1,333.3333333333333|0,3,13070|3298|1850|1436|7325,wait,true,false,false|false,4,250,11.5522666667,17,59,mainKeyPress
14,314,21,JannisAndTill,3,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,4,0|333.3333333333333,3,13070|3298|1850|1436|7325,space,true,4,0|333.3333333333333,4,250,11.5522666667,17,60,mainKeyPress
14,383,21,JannisAndTill,3,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,3,333.3333333333333|333.3333333333333,3,13070|3298|1850|1436|7325,space,true,1,333.3333333333333|0,4,200,11.5522666667,17,61,mainKeyPress
14,325,21,JannisAndTill,3,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,1,333.3333333333333|0,3,13070|3298|1850|1436|7325,space,false,1,333.3333333333333|0,4,150,11.5522666667,17,62,mainKeyPress
14,300,21,JannisAndTill,3,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,0,0|0,3,13070|3298|1850|1436|7325,space,true,0,0|0,4,250,11.5522666667,17,63,mainKeyPress
14,282,21,JannisAndTill,3,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,1,333.3333333333333|0,3,13070|3298|1850|1436|7325,space,true,1,333.3333333333333|0,4,250,11.5522666667,17,64,mainKeyPress
14,,21,JannisAndTill,3,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,3,333.3333333333333|333.3333333333333,3,13070|3298|1850|1436|7325,wait,false,false,false|false,4,150,11.5522666667,17,65,mainKeyPress
14,328,21,JannisAndTill,3,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,4,0|333.3333333333333,3,13070|3298|1850|1436|7325,space,true,4,0|333.3333333333333,4,150,11.5522666667,17,66,mainKeyPress
14,405,21,JannisAndTill,3,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,0,0|0,3,13070|3298|1850|1436|7325,space,false,0,0|0,4,150,11.5522666667,17,67,mainKeyPress
14,385,21,JannisAndTill,3,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,3,333.3333333333333|333.3333333333333,3,13070|3298|1850|1436|7325,space,false,4,0|333.3333333333333,4,250,11.5522666667,17,68,mainKeyPress
14,362,21,JannisAndTill,3,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,0,0|0,3,13070|3298|1850|1436|7325,space,true,1,333.3333333333333|0,4,150,11.5522666667,17,69,mainKeyPress
14,375,21,JannisAndTill,3,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,4,0|333.3333333333333,3,13070|3298|1850|1436|7325,space,false,3,333.3333333333333|333.3333333333333,4,150,11.5522666667,17,70,mainKeyPress
14,358,21,JannisAndTill,3,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,4,0|333.3333333333333,3,13070|3298|1850|1436|7325,space,true,3,333.3333333333333|333.3333333333333,4,150,11.5522666667,17,71,mainKeyPress
14,392,21,JannisAndTill,3,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,4,0|333.3333333333333,3,13070|3298|1850|1436|7325,space,true,4,0|333.3333333333333,4,250,11.5522666667,17,72,mainKeyPress
14,323,21,JannisAndTill,3,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,4,0|333.3333333333333,3,13070|3298|1850|1436|7325,space,false,4,0|333.3333333333333,4,250,11.5522666667,17,73,mainKeyPress
14,310,21,JannisAndTill,3,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,0,0|0,3,13070|3298|1850|1436|7325,space,true,0,0|0,4,250,11.5522666667,17,74,mainKeyPress
14,333,21,JannisAndTill,3,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,1,333.3333333333333|0,3,13070|3298|1850|1436|7325,space,false,0,0|0,4,200,11.5522666667,17,75,mainKeyPress
14,375,21,JannisAndTill,4,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,1,333.3333333333333|0,3,13070|3298|1850|1436|7325,space,false,3,333.3333333333333|333.3333333333333,4,250,11.5522666667,17,76,mainKeyPress
14,362,21,JannisAndTill,4,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,1,333.3333333333333|0,3,13070|3298|1850|1436|7325,space,false,0,0|0,4,250,11.5522666667,17,77,mainKeyPress
14,,21,JannisAndTill,4,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,1,333.3333333333333|0,3,13070|3298|1850|1436|7325,wait,false,false,false|false,4,250,11.5522666667,17,78,mainKeyPress
14,,21,JannisAndTill,4,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,0,0|0,3,13070|3298|1850|1436|7325,wait,true,false,false|false,4,200,11.5522666667,17,79,mainKeyPress
14,342,21,JannisAndTill,4,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,1,333.3333333333333|0,3,13070|3298|1850|1436|7325,space,true,1,333.3333333333333|0,4,250,11.5522666667,17,80,mainKeyPress
14,352,21,JannisAndTill,4,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,1,333.3333333333333|0,3,13070|3298|1850|1436|7325,space,true,1,333.3333333333333|0,4,200,11.5522666667,17,81,mainKeyPress
14,,21,JannisAndTill,4,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,0,0|0,3,13070|3298|1850|1436|7325,wait,true,false,false|false,4,150,11.5522666667,17,82,mainKeyPress
14,281,21,JannisAndTill,4,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,1,333.3333333333333|0,3,13070|3298|1850|1436|7325,space,true,1,333.3333333333333|0,4,250,11.5522666667,17,83,mainKeyPress
14,,21,JannisAndTill,4,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,4,0|333.3333333333333,3,13070|3298|1850|1436|7325,wait,false,false,false|false,4,150,11.5522666667,17,84,mainKeyPress
14,410,21,JannisAndTill,4,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,1,333.3333333333333|0,3,13070|3298|1850|1436|7325,space,true,1,333.3333333333333|0,4,250,11.5522666667,17,85,mainKeyPress
14,448,21,JannisAndTill,4,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,4,0|333.3333333333333,3,13070|3298|1850|1436|7325,space,false,4,0|333.3333333333333,4,150,11.5522666667,17,86,mainKeyPress
14,404,21,JannisAndTill,4,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,0,0|0,3,13070|3298|1850|1436|7325,space,true,1,333.3333333333333|0,4,150,11.5522666667,17,87,mainKeyPress
14,362,21,JannisAndTill,4,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,4,0|333.3333333333333,3,13070|3298|1850|1436|7325,space,false,4,0|333.3333333333333,4,250,11.5522666667,17,88,mainKeyPress
14,299,21,JannisAndTill,4,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,0,0|0,3,13070|3298|1850|1436|7325,space,false,0,0|0,4,200,11.5522666667,17,89,mainKeyPress
14,333,21,JannisAndTill,4,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,3,333.3333333333333|333.3333333333333,3,13070|3298|1850|1436|7325,space,false,3,333.3333333333333|333.3333333333333,4,200,11.5522666667,17,90,mainKeyPress
14,,21,JannisAndTill,4,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,3,333.3333333333333|333.3333333333333,3,13070|3298|1850|1436|7325,wait,false,false,false|false,4,250,11.5522666667,17,91,mainKeyPress
14,347,21,JannisAndTill,4,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,4,0|333.3333333333333,3,13070|3298|1850|1436|7325,space,true,0,0|0,4,150,11.5522666667,17,92,mainKeyPress
14,330,21,JannisAndTill,4,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,3,333.3333333333333|333.3333333333333,3,13070|3298|1850|1436|7325,space,false,3,333.3333333333333|333.3333333333333,4,250,11.5522666667,17,93,mainKeyPress
14,,21,JannisAndTill,4,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,3,333.3333333333333|333.3333333333333,3,13070|3298|1850|1436|7325,wait,false,false,false|false,4,150,11.5522666667,17,94,mainKeyPress
14,309,21,JannisAndTill,4,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,0,0|0,3,13070|3298|1850|1436|7325,space,false,0,0|0,4,200,11.5522666667,17,95,mainKeyPress
14,321,21,JannisAndTill,4,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,0,0|0,3,13070|3298|1850|1436|7325,space,false,0,0|0,4,250,11.5522666667,17,96,mainKeyPress
14,454,21,JannisAndTill,4,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,3,333.3333333333333|333.3333333333333,3,13070|3298|1850|1436|7325,space,false,4,0|333.3333333333333,4,200,11.5522666667,17,97,mainKeyPress
14,337,21,JannisAndTill,4,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,1,333.3333333333333|0,3,13070|3298|1850|1436|7325,space,true,1,333.3333333333333|0,4,150,11.5522666667,17,98,mainKeyPress
14,441,21,JannisAndTill,4,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,4,0|333.3333333333333,3,13070|3298|1850|1436|7325,space,true,0,0|0,4,200,11.5522666667,17,99,mainKeyPress
14,371,21,JannisAndTill,4,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,0,0|0,3,13070|3298|1850|1436|7325,space,true,4,0|333.3333333333333,4,150,11.5522666667,17,100,mainKeyPress
14,,21,JannisAndTill,5,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,0,0|0,3,13070|3298|1850|1436|7325,wait,false,false,false|false,4,250,11.5522666667,17,101,mainKeyPress
14,359,21,JannisAndTill,5,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,1,333.3333333333333|0,3,13070|3298|1850|1436|7325,space,false,0,0|0,4,150,11.5522666667,17,102,mainKeyPress
14,428,21,JannisAndTill,5,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,1,333.3333333333333|0,3,13070|3298|1850|1436|7325,space,true,1,333.3333333333333|0,4,200,11.5522666667,17,103,mainKeyPress
14,422,21,JannisAndTill,5,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,4,0|333.3333333333333,3,13070|3298|1850|1436|7325,space,true,0,0|0,4,150,11.5522666667,17,104,mainKeyPress
14,347,21,JannisAndTill,5,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,3,333.3333333333333|333.3333333333333,3,13070|3298|1850|1436|7325,space,false,1,333.3333333333333|0,4,250,11.5522666667,17,105,mainKeyPress
14,328,21,JannisAndTill,5,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,0,0|0,3,13070|3298|1850|1436|7325,space,false,0,0|0,4,200,11.5522666667,17,106,mainKeyPress
14,248,21,JannisAndTill,5,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,3,333.3333333333333|333.3333333333333,3,13070|3298|1850|1436|7325,space,false,3,333.3333333333333|333.3333333333333,4,150,11.5522666667,17,107,mainKeyPress
14,,21,JannisAndTill,5,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,3,333.3333333333333|333.3333333333333,3,13070|3298|1850|1436|7325,wait,true,false,false|false,4,250,11.5522666667,17,108,mainKeyPress
14,361,21,JannisAndTill,5,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,4,0|333.3333333333333,3,13070|3298|1850|1436|7325,space,true,4,0|333.3333333333333,4,150,11.5522666667,17,109,mainKeyPress
14,,21,JannisAndTill,5,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,0,0|0,3,13070|3298|1850|1436|7325,wait,false,false,false|false,4,200,11.5522666667,17,110,mainKeyPress
14,282,21,JannisAndTill,5,true,Object-Biases(FIT),graduated_high_school,4,male,68,16,german,3,333.3333333333333|333.3333333333333,3,13070|3298|1850|1436|7325,space,false,3,333.3333333333333|333.3333333333333,4,200,11.5522666667,17,111,mainKeyPress
